"","T.H.I","T.F.E","T.E","I.H.R.V","MCareExp","Tra.Exp","G.F.G.E","H.H.Age","Floor.Area","House.Age","PPN","CYP","GL","BYS","RTvsNT","Number.of.bedrooms","Number.of.Television","Number.of.CD.VCD.DVD","Number.of.Component.Stereo.set","Number.of.Refrigerator.Freezer","Number.of.Washing.Machine","Number.of.Airconditioner","Number.of.Car..Jeep..Van","Number.of.Landline.wireless.telephones","Number.of.Cellular.phone","Number.of.Personal.Computer","Number.of.Stove.with.Oven.Gas.Range","Number.of.Motorized.Banca","Number.of.Motorcycle.Tricycle","Region","Main.Source.of.Income","Household.Head.Sex","Household.Head.Marital.Status","Household.Head.Job.or.Business.Indicator","Household.Head.Class.of.Worker","Type.of.Household","Type.of.Building.House","Type.of.Roof","Type.of.Walls","Tenure.Status","Toilet.Facilities","Electricity","Main.Source.of.Water.Supply","Young.Members"
"6501",323295,159063,11403,30000,10308,44802,0,62,42,20,51562,32278,64445,90180,0,2,1,0,0,0,1,0,1,0,3,0,1,0,0,"NCR","Wage/Salaries","Male","Married","No Job/Business","Worked for government/government corporation","Single Family","Single house","Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)","Strong","Own or owner-like possession of house and lot","Water-sealed, sewer septic tank, used exclusively by household","Si","Own use, faucet, community water system","No children"
"6502",64582,38515,254,4200,794,438,0,84,12,42,14288,14676,3795,13939,25,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"XII - SOCCSKSARGEN","Other sources of Income","Female","Widowed","No Job/Business","Self-employed wihout any employee","Extended Family","Single house","Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)","Light","Own house, rent-free lot with consent of owner","Water-sealed, other depository, shared with other household","Si","Tubed/piped shallow well","Less than 5 years old"
"6503",466004,180730,0,42000,817,13620,25590,40,72,15,72124,60470,63728,129889,28.5714285714286,3,4,1,1,1,1,2,1,0,7,5,0,0,2,"I - Ilocos Region","Other sources of Income","Male","Married","With Job/Business","Worked for government/government corporation","Extended Family","Single house","Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)","Strong","Own or owner-like possession of house and lot","Water-sealed, sewer septic tank, used exclusively by household","Si","Own use, tubed/piped deep well","between 5 and 17 years old"
"6504",569514,101092,0,21000,4683,13110,0,68,100,19,54137,35405,53584,131924,0,4,1,1,0,1,0,1,0,0,4,1,0,1,1,"I - Ilocos Region","Other sources of Income","Female","Widowed","No Job/Business","Self-employed wihout any employee","Extended Family","Single house","Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)","Strong","Own or owner-like possession of house and lot","Water-sealed, sewer septic tank, used exclusively by household","Si","Own use, tubed/piped deep well","No children"
"6505",196205,51635,0,4200,0,1422,140260,44,100,35,53606,11634,13270,96784,50,3,1,0,0,0,0,1,0,0,4,0,0,0,0,"CAR","Enterpreneurial Activities","Male","Married","With Job/Business","Self-employed wihout any employee","Single Family","Single house","Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)","Strong","Own or owner-like possession of house and lot","Water-sealed, sewer septic tank, used exclusively by household","Si","Protected spring, river, stream, etc","No children"
"6506",253310,162865,3016,5400,2869,8520,28240,37,120,19,106860,45547,20628,30319,42.8571428571429,1,1,1,1,0,0,0,0,0,3,0,0,0,0,"III - Central Luzon","Wage/Salaries","Male","Married","With Job/Business","Self-employed wihout any employee","Extended Family","Single house","Mixed but predominantly strong materials","Strong","Own or owner-like possession of house and lot","Water-sealed, sewer septic tank, used exclusively by household","Si","Shared, tubed/piped deep well","both"
"6507",286760,64557,0,15000,5715,12552,20780,59,120,12,55329,21198,4620,42936,28.5714285714286,4,1,1,1,1,0,0,0,0,6,1,0,0,1,"I - Ilocos Region","Wage/Salaries","Male","Married","No Job/Business","Worked for private establishment","Extended Family","Single house","Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)","Strong","Own or owner-like possession of house and lot","Water-sealed, sewer septic tank, used exclusively by household","Si","Own use, tubed/piped deep well","Less than 5 years old"
"6508",117505,50477,1086,9000,125,4920,0,48,30,6,45619,6513,13201,21039,33.3333333333333,2,1,0,0,0,0,0,0,0,1,0,0,0,0,"II - Cagayan Valley","Wage/Salaries","Male","Married","With Job/Business","Worked for private establishment","Single Family","Single house","Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)","Light","Own or owner-like possession of house and lot","Water-sealed, other depository, used exclusively by household","Si","Shared, tubed/piped deep well","both"
"6509",32351,19658,240,10800,125,228,0,50,37,12,17347,7188,1210,16027,100,3,0,0,0,0,0,0,0,0,1,0,0,0,0,"VIII - Eastern Visayas","Other sources of Income","Male","Widowed","With Job/Business","Self-employed wihout any employee","Single Family","Single house","Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)","Strong","Rent-free house and lot with consent of owner","Water-sealed, sewer septic tank, used exclusively by household","Si","Own use, faucet, community water system","No children"
"6510",134050,36003,0,54000,14464,1638,0,61,80,41,11635,8239,11820,66948,100,2,1,1,0,1,1,0,0,0,0,0,0,0,0,"IVA - CALABARZON","Other sources of Income","Male","Widowed","With Job/Business","Worked for private establishment","Single Family","Single house","Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)","Strong","Own or owner-like possession of house and lot","Water-sealed, sewer septic tank, used exclusively by household","Si","Own use, faucet, community water system","No children"
"6511",105580,61032,0,5400,530,3300,0,30,23,23,42467,14753,5180,16591,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0," ARMM","Enterpreneurial Activities","Female","Widowed","With Job/Business","Self-employed wihout any employee","Single Family","Single house","Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)","Strong","Own or owner-like possession of house and lot","Closed pit","Si","Dug well","both"
"6512",50629,11491,0,3300,210,1020,0,80,16,25,9935,2902,0,11806,100,1,1,0,0,0,0,0,0,0,0,0,0,0,0,"II - Cagayan Valley","Wage/Salaries","Male","Widowed","With Job/Business","Worked for private establishment","Single Family","Single house","Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)","Strong","Rent-free house and lot with consent of owner","None","Si","Tubed/piped shallow well","No children"
"6513",217262,92570,1560,21000,2316,21078,25500,35,30,13,49492,29092,33383,58158,16.6666666666667,1,1,0,0,0,0,0,0,0,2,0,0,0,0,"IVA - CALABARZON","Other sources of Income","Male","Married","With Job/Business","Self-employed wihout any employee","Single Family","Single house","Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)","Strong","Own or owner-like possession of house and lot","Water-sealed, sewer septic tank, used exclusively by household","Si","Peddler","both"
"6514",129702,60302,3626,15000,240,3258,0,30,20,1,39122,15864,12090,25904,25,1,1,1,0,0,0,0,0,0,1,1,0,0,0,"VIII - Eastern Visayas","Other sources of Income","Male","Married","With Job/Business","Worked for private establishment","Single Family","Single house","Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)","Strong","Own or owner-like possession of house and lot","Water-sealed, sewer septic tank, shared with other household","Si","Own use, faucet, community water system","between 5 and 17 years old"
"6515",77738,49584,905,4500,140,2880,48020,63,24,10,39935,12466,120,23774,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"II - Cagayan Valley","Enterpreneurial Activities","Male","Married","With Job/Business","Self-employed wihout any employee","Single Family","Single house","Light material (cogon,nipa,anahaw)","Light","Own or owner-like possession of house and lot","Open pit","No","Protected spring, river, stream, etc","Less than 5 years old"
"6516",121528,64533,0,9600,328,7806,0,63,80,26,41702,14375,10056,25213,16.6666666666667,2,1,0,0,0,0,0,0,0,1,0,0,0,0,"X - Northern Mindanao","Enterpreneurial Activities","Male","Married","With Job/Business","Worked for private establishment","Single Family","Single house","Mixed but predominantly strong materials","Quite Strong","Own or owner-like possession of house and lot","Water-sealed, sewer septic tank, used exclusively by household","Si","Own use, faucet, community water system","between 5 and 17 years old"
"6517",284777,63537,1820,30000,1260,48144,0,66,50,58,25907,12120,27409,94948,0,1,1,1,0,1,1,0,1,0,3,2,0,0,0,"NCR","Enterpreneurial Activities","Female","Married","With Job/Business","Worked without pay in own family-operated farm or business","Extended Family","Single house","Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)","Strong","Own house, rent-free lot without consent of owner","Water-sealed, sewer septic tank, used exclusively by household","Si","Own use, faucet, community water system","between 5 and 17 years old"
"6518",120895,76199,2172,18000,2734,2400,66025,62,13,4,48514,17536,3450,36040,16.6666666666667,1,1,0,0,0,0,0,0,0,1,0,0,0,0,"VII - Central Visayas","Enterpreneurial Activities","Male","Widowed","No Job/Business","Self-employed wihout any employee","Extended Family","Single house","Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)","Strong","Own or owner-like possession of house and lot","Water-sealed, sewer septic tank, used exclusively by household","Si","Own use, faucet, community water system","both"
"6519",176730,58461,0,36000,6360,7566,63426,68,144,45,35827,18399,2950,58494,0,4,1,0,0,1,0,0,0,0,1,0,0,0,0,"II - Cagayan Valley","Other sources of Income","Male","Married","No Job/Business","Self-employed wihout any employee","Single Family","Single house","Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)","Strong","Own or owner-like possession of house and lot","Water-sealed, other depository, used exclusively by household","Si","Own use, tubed/piped deep well","No children"
"6520",184310,73627,4160,7200,90,10770,0,44,20,24,87257,9294,4286,22764,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,"X - Northern Mindanao","Enterpreneurial Activities","Male","Married","With Job/Business","Self-employed wihout any employee","Single Family","Single house","Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)","Strong","Own house, rent-free lot without consent of owner","Water-sealed, other depository, used exclusively by household","Si","Shared, tubed/piped deep well","both"
"6521",96763,70613,840,4800,188,9120,26975,48,11,16,90453,9646,10128,20736,33.3333333333333,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"CAR","Wage/Salaries","Male","Married","With Job/Business","Worked for private establishment","Extended Family","Single house","Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)","Quite Strong","Own or owner-like possession of house and lot","Water-sealed, other depository, shared with other household","Si","Own use, tubed/piped deep well","Less than 5 years old"
"6522",750620,117940,0,90000,2218,25302,0,42,100,12,37477,24714,59945,215569,33.3333333333333,2,2,2,1,1,1,0,2,0,2,3,0,0,0,"CAR","Enterpreneurial Activities","Male","Married","With Job/Business","Worked for government/government corporation","Single Family","Single house","Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)","Strong","Own or owner-like possession of house and lot","Water-sealed, sewer septic tank, used exclusively by household","Si","Peddler","between 5 and 17 years old"
"6523",101010,33893,0,30000,66,1698,0,52,30,10,28857,7213,2628,38330,0,2,1,1,0,0,0,0,0,0,2,0,0,0,0,"IVB - MIMAROPA","Other sources of Income","Female","Divorced/Separated","No Job/Business","Self-employed wihout any employee","Single Family","Single house","Light material (cogon,nipa,anahaw)","Light","Own or owner-like possession of house and lot","Water-sealed, other depository, used exclusively by household","Si","Shared, tubed/piped deep well","between 5 and 17 years old"
"6524",101668,58411,0,4200,558,2580,15000,53,25,27,52466,15607,6728,13828,25,1,0,0,0,0,0,0,0,0,2,0,0,0,0,"IX - Zasmboanga Peninsula","Enterpreneurial Activities","Male","Widowed","With Job/Business","Worked for private establishment","Extended Family","Single house","Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)","Light","Own or owner-like possession of house and lot","Others","Si","Shared, tubed/piped deep well","Less than 5 years old"
"6525",192270,113125,0,42000,15982,14202,0,67,80,13,42480,41148,58529,130696,0,2,2,0,1,1,1,0,0,0,4,1,1,0,0,"IVA - CALABARZON","Other sources of Income","Male","Married","With Job/Business","Self-employed wihout any employee","Single Family","Single house","Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)","Strong","Own or owner-like possession of house and lot","Water-sealed, sewer septic tank, used exclusively by household","Si","Own use, faucet, community water system","between 5 and 17 years old"
"6526",122554,56187,4940,4800,96,5304,0,50,36,10,60962,8286,7308,28960,60,1,0,0,0,0,0,0,0,0,3,0,0,0,1,"X - Northern Mindanao","Wage/Salaries","Male","Married","With Job/Business","Worked for private establishment","Single Family","Single house","Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)","Strong","Own or owner-like possession of house and lot","Water-sealed, sewer septic tank, used exclusively by household","Si","Unprotected spring, river, stream, etc","between 5 and 17 years old"
"6527",177664,87817,2080,12000,372,4800,0,48,73,25,53011,36687,8159,49527,100,2,1,1,0,0,0,0,0,0,1,0,0,0,0,"V - Bicol Region","Enterpreneurial Activities","Female","Widowed","With Job/Business","Self-employed wihout any employee","Single Family","Single house","Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)","Strong","Own or owner-like possession of house and lot","Water-sealed, sewer septic tank, used exclusively by household","Si","Own use, faucet, community water system","No children"
"6528",66951,45182,260,6600,380,1140,0,42,20,5,38529,11666,5500,15988,33.3333333333333,1,1,0,0,0,0,0,0,0,1,0,0,0,0,"VI - Western Visayas","Wage/Salaries","Male","Married","With Job/Business","Worked for private establishment","Single Family","Single house","Mixed but predominantly strong materials","Quite Strong","Own house, rent-free lot with consent of owner","Water-sealed, sewer septic tank, used exclusively by household","Si","Dug well","between 5 and 17 years old"
"6529",623738,133762,0,84000,5784,19440,0,62,25,25,43867,25630,80028,179154,100,2,2,0,1,1,1,1,0,1,3,1,1,0,0,"NCR","Wage/Salaries","Male","Widowed","With Job/Business","Worked for private establishment","Single Family","Single house","Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)","Strong","Own or owner-like possession of house and lot","Water-sealed, sewer septic tank, used exclusively by household","Si","Others","No children"
"6530",310460,97906,1448,15000,0,9000,0,34,26,1,67291,21980,10490,40399,20,2,1,1,1,0,0,0,0,0,1,0,0,1,0,"VI - Western Visayas","Enterpreneurial Activities","Female","Married","With Job/Business","Employer in own family-operated farm or business","Single Family","Single house","Light material (cogon,nipa,anahaw)","Quite Strong","Own house, rent-free lot with consent of owner","Water-sealed, sewer septic tank, shared with other household","Si","Own use, faucet, community water system","both"
"6531",1107203,169663,13418,180000,23082,60564,0,45,200,19,67098,51235,98209,440528,0,4,3,1,1,2,1,3,1,0,3,4,1,0,0,"III - Central Luzon","Other sources of Income","Female","Divorced/Separated","With Job/Business","Self-employed wihout any employee","Single Family","Single house","Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)","Strong","Own or owner-like possession of house and lot","Water-sealed, sewer septic tank, used exclusively by household","Si","Own use, faucet, community water system","between 5 and 17 years old"
"6532",287475,149365,0,42000,3310,18516,0,39,15,15,41011,23275,89187,102326,40,2,1,1,0,0,1,0,0,0,3,0,0,0,0,"NCR","Wage/Salaries","Female","Married","With Job/Business","Worked for private establishment","Single Family","Single house","Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)","Strong","Own or owner-like possession of house and lot","Water-sealed, sewer septic tank, used exclusively by household","Si","Own use, faucet, community water system","between 5 and 17 years old"
"6533",307552,70199,0,36000,20770,13290,0,55,29,21,29191,12235,28469,122620,33.3333333333333,2,1,1,0,1,1,1,0,0,3,0,1,0,1,"III - Central Luzon","Wage/Salaries","Female","Widowed","With Job/Business","Self-employed wihout any employee","Single Family","Single house","Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)","Strong","Own house, rent-free lot with consent of owner","Water-sealed, sewer septic tank, used exclusively by household","Si","Own use, faucet, community water system","No children"
"6534",82101,42371,0,18000,2266,300,0,60,8,33,22876,930,19822,30488,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"NCR","Enterpreneurial Activities","Male","Widowed","With Job/Business","Self-employed wihout any employee","Single Family","Single house","Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)","Strong","Own house, rent-free lot without consent of owner","Water-sealed, sewer septic tank, shared with other household","Si","Shared, faucet, community water system","No children"
"6535",120894,29644,25,9000,583,4884,12410,27,24,8,17974,6714,54460,24055,50,0,1,1,0,0,0,0,0,0,1,0,0,0,0,"I - Ilocos Region","Other sources of Income","Female","Widowed","With Job/Business","Worked for private establishment","Single Family","Single house","Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)","Light","Own or owner-like possession of house and lot","Water-sealed, sewer septic tank, shared with other household","Si","Dug well","Less than 5 years old"
"6536",273410,101627,0,15000,228,36114,0,30,80,5,42358,16132,22874,85827,50,1,1,0,0,0,1,0,0,0,4,0,1,0,1,"XI - Davao Region","Wage/Salaries","Male","Married","With Job/Business","Worked for private establishment","Extended Family","Single house","Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)","Strong","Own or owner-like possession of house and lot","Water-sealed, sewer septic tank, used exclusively by household","Si","Own use, faucet, community water system","between 5 and 17 years old"
"6537",93925,48090,3620,2400,30,7368,0,63,26,24,46065,9463,10910,17406,60,2,0,0,0,0,0,0,0,0,1,0,0,0,0,"XII - SOCCSKSARGEN","Wage/Salaries","Male","Married","With Job/Business","Worked for private establishment","Single Family","Single house","Light material (cogon,nipa,anahaw)","Light","Own or owner-like possession of house and lot","Closed pit","Si","Tubed/piped shallow well","between 5 and 17 years old"
"6538",157923,86350,1144,15000,915,3120,0,36,10,14,86300,17310,7920,34759,40,1,1,1,0,0,0,0,0,0,1,0,0,0,1," ARMM","Enterpreneurial Activities","Male","Married","With Job/Business","Worked for private establishment","Single Family","Single house","Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)","Strong","Own or owner-like possession of house and lot","None","Si","Dug well","both"
"6539",123751,59216,3620,6000,564,600,0,57,21,22,56087,15245,4662,49649,16.6666666666667,0,1,0,0,0,0,0,0,0,1,0,0,0,0,"V - Bicol Region","Enterpreneurial Activities","Male","Married","With Job/Business","Self-employed wihout any employee","Single Family","Single house","Mixed but predominantly light materials","Very Light","Own or owner-like possession of house and lot","Water-sealed, sewer septic tank, used exclusively by household","Si","Own use, tubed/piped deep well","between 5 and 17 years old"
"6540",90632,51389,2263,4800,156,720,24530,58,54,22,68368,6524,5090,12020,14.2857142857143,2,1,1,0,0,0,0,0,0,2,0,0,0,0,"VIII - Eastern Visayas","Other sources of Income","Female","Widowed","With Job/Business","Self-employed wihout any employee","Extended Family","Single house","Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)","Strong","Own or owner-like possession of house and lot","Water-sealed, sewer septic tank, used exclusively by household","Si","Dug well","between 5 and 17 years old"
"6541",103898,50316,540,7200,75,3660,65475,36,56,15,43317,10412,1961,19900,0,3,1,1,0,0,0,0,0,0,2,0,0,0,0," ARMM","Enterpreneurial Activities","Male","Married","With Job/Business","Self-employed wihout any employee","Single Family","Single house","Light material (cogon,nipa,anahaw)","Light","Own or owner-like possession of house and lot","Closed pit","No","Tubed/piped shallow well","between 5 and 17 years old"
"6542",172487,97534,4530,6000,1875,9942,0,50,30,21,56594,35744,22912,27093,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"I - Ilocos Region","Wage/Salaries","Male","Married","With Job/Business","Worked for private establishment","Single Family","Single house","Mixed but predominantly light materials","Very Light","Own or owner-like possession of house and lot","Water-sealed, sewer septic tank, shared with other household","No","Tubed/piped shallow well","both"
"6543",130760,86730,1560,4800,613,5610,0,41,60,5,63868,24005,10330,27605,33.3333333333333,2,1,1,0,0,0,0,0,0,2,0,0,0,0,"VI - Western Visayas","Other sources of Income","Female","Married","No Job/Business","Self-employed wihout any employee","Single Family","Single house","Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)","Quite Strong","Own house, rent-free lot without consent of owner","Water-sealed, sewer septic tank, used exclusively by household","Si","Own use, faucet, community water system","both"
"6544",1408462,324321,9050,360000,7350,70032,0,50,520,9,95731,77548,185120,707814,0,4,2,0,2,3,1,4,2,1,4,2,1,0,2,"III - Central Luzon","Enterpreneurial Activities","Male","Married","With Job/Business","Employer in own family-operated farm or business","Single Family","Single house","Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)","Strong","Own or owner-like possession of house and lot","Water-sealed, sewer septic tank, used exclusively by household","Si","Own use, faucet, community water system","No children"
"6545",101824,32551,7240,3000,534,1800,50969,35,15,6,27420,9420,2694,16485,25,1,1,0,0,0,0,0,0,0,1,0,0,0,0,"XII - SOCCSKSARGEN","Enterpreneurial Activities","Male","Married","With Job/Business","Worked for private establishment","Single Family","Single house","Light material (cogon,nipa,anahaw)","Light","Own or owner-like possession of house and lot","Closed pit","Si","Shared, tubed/piped deep well","both"
"6546",477590,102664,0,75000,8470,16830,0,31,210,35,47676,20368,50924,148366,50,4,1,1,0,1,1,0,0,0,2,3,0,0,0,"CAR","Wage/Salaries","Male","Single","With Job/Business","Worked for private establishment","Single Family","Single house","Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)","Strong","Own or owner-like possession of house and lot","Water-sealed, sewer septic tank, used exclusively by household","Si","Own use, tubed/piped deep well","between 5 and 17 years old"
"6547",1161000,366293,0,120000,10572,104058,0,51,70,85,113849,142408,129950,531491,0,4,3,2,0,1,1,3,2,0,4,3,0,0,0,"NCR","Other sources of Income","Female","Married","No Job/Business","Worked for private establishment","Single Family","Single house","Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)","Strong","Own or owner-like possession of house and lot","Water-sealed, sewer septic tank, used exclusively by household","Si","Own use, faucet, community water system","No children"
"6548",94185,45048,0,8400,130,3360,33560,58,29,5,46583,10512,900,20972,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"VIII - Eastern Visayas","Other sources of Income","Male","Married","With Job/Business","Self-employed wihout any employee","Extended Family","Single house","Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)","Strong","Own or owner-like possession of house and lot","Water-sealed, sewer septic tank, used exclusively by household","Si","Own use, faucet, community water system","Less than 5 years old"
"6549",1004750,84680,18100,72000,92000,60042,0,92,100,78,45958,25803,29654,152722,60,3,4,1,1,1,1,1,0,0,3,1,0,0,0,"III - Central Luzon","Enterpreneurial Activities","Female","Widowed","No Job/Business","Worked for government/government corporation","Extended Family","Single house","Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)","Strong","Own or owner-like possession of house and lot","Water-sealed, sewer septic tank, used exclusively by household","Si","Own use, faucet, community water system","No children"
"6550",35324,38773,1086,1800,63,2160,15305,25,90,4,18819,13506,4536,15757,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,"XII - SOCCSKSARGEN","Enterpreneurial Activities","Male","Married","With Job/Business","Self-employed wihout any employee","Single Family","Single house","Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)","Light","Own or owner-like possession of house and lot","Closed pit","Si","Shared, tubed/piped deep well","Less than 5 years old"
"6551",265014,129697,0,19200,660,10668,0,60,30,35,101795,50602,23004,54423,12.5,1,1,0,0,1,1,0,0,0,2,0,0,0,0,"XI - Davao Region","Enterpreneurial Activities","Male","Married","No Job/Business","Self-employed wihout any employee","Extended Family","Single house","Mixed but predominantly light materials","Very Light","Own or owner-like possession of house and lot","Water-sealed, sewer septic tank, used exclusively by household","Si","Own use, faucet, community water system","both"
"6552",108883,63224,198,6900,498,3642,0,40,48,1,81681,10167,3498,18108,33.3333333333333,1,0,0,0,0,0,0,0,0,1,0,0,0,0,"VIII - Eastern Visayas","Other sources of Income","Male","Married","With Job/Business","Worked for private establishment","Single Family","Single house","Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)","Strong","Own house, rent-free lot with consent of owner","Water-sealed, sewer septic tank, used exclusively by household","No","Dug well","both"
"6553",53678,41373,4073,4800,24,1392,0,58,40,35,32376,5742,4794,11121,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,"IVA - CALABARZON","Enterpreneurial Activities","Male","Married","With Job/Business","Self-employed wihout any employee","Extended Family","Single house","Salvaged/makeshift materials","Salvaged","Own house, rent-free lot with consent of owner","Water-sealed, sewer septic tank, used exclusively by household","Si","Shared, faucet, community water system","between 5 and 17 years old"
"6554",80172,27817,543,21000,3510,864,0,69,18,10,14418,8150,4220,35590,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,"IVA - CALABARZON","Enterpreneurial Activities","Female","Widowed","No Job/Business","Self-employed wihout any employee","Single Family","Single house","Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)","Strong","Own or owner-like possession of house and lot","Water-sealed, sewer septic tank, used exclusively by household","Si","Own use, faucet, community water system","No children"
"6555",121680,71566,0,0,1720,1740,0,32,70,14,29574,15560,5300,74498,25,2,1,1,0,0,0,0,0,0,2,0,0,0,0,"CAR","Wage/Salaries","Male","Married","With Job/Business","Worked for private establishment","Single Family","Multi-unit residential","Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)","Strong","Rent house/room including lot","Water-sealed, sewer septic tank, used exclusively by household","Si","Own use, faucet, community water system","both"
"6556",356435,134144,0,60000,17115,13644,0,51,120,58,55272,18034,73368,188674,14.2857142857143,4,2,2,0,1,1,1,1,0,3,2,0,0,0,"III - Central Luzon","Wage/Salaries","Female","Widowed","With Job/Business","Self-employed wihout any employee","Extended Family","Commercial/industrial/agricultural building","Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)","Strong","Rent-free house and lot with consent of owner","Water-sealed, sewer septic tank, used exclusively by household","Si","Own use, faucet, community water system","Less than 5 years old"
"6557",772655,92264,0,72000,27354,2880,0,73,70,13,51421,15220,10284,124660,0,3,1,1,0,1,1,0,0,1,2,0,0,0,0,"V - Bicol Region","Other sources of Income","Female","Widowed","No Job/Business","Self-employed wihout any employee","Single Family","Duplex","Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)","Strong","Own or owner-like possession of house and lot","Water-sealed, sewer septic tank, used exclusively by household","Si","Own use, faucet, community water system","No children"
"6558",257012,87419,0,66000,7465,4062,0,75,100,5,37441,15906,21500,113983,0,3,1,0,0,1,0,0,0,0,2,1,0,0,0,"V - Bicol Region","Other sources of Income","Female","Widowed","No Job/Business","Worked for private establishment","Extended Family","Single house","Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)","Strong","Own or owner-like possession of house and lot","Water-sealed, sewer septic tank, used exclusively by household","Si","Own use, faucet, community water system","No children"
"6559",78751,41349,0,7200,2122,780,49660,79,12,17,33255,6857,3570,13192,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"VI - Western Visayas","Enterpreneurial Activities","Male","Married","No Job/Business","Self-employed wihout any employee","Single Family","Single house","Light material (cogon,nipa,anahaw)","Light","Own or owner-like possession of house and lot","Others","Si","Shared, tubed/piped deep well","No children"
"6560",131108,71616,1402,15000,510,40920,72743,43,32,1,31902,29131,8170,29603,0,2,1,1,1,1,0,0,1,0,0,0,0,0,1,"VII - Central Visayas","Enterpreneurial Activities","Male","Married","With Job/Business","Self-employed wihout any employee","Single Family","Single house","Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)","Strong","Own or owner-like possession of house and lot","None","Si","Own use, faucet, community water system","between 5 and 17 years old"
"6561",244605,114693,0,12000,6265,28848,0,76,86,21,42684,18777,71443,55610,60,2,1,1,0,0,1,0,0,0,3,0,0,0,1,"III - Central Luzon","Wage/Salaries","Female","Widowed","No Job/Business","Worked for private establishment","Extended Family","Single house","Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)","Strong","Own or owner-like possession of house and lot","Water-sealed, sewer septic tank, used exclusively by household","Si","Own use, tubed/piped deep well","between 5 and 17 years old"
"6562",188060,82481,0,12000,4300,6360,0,39,70,5,43857,16983,48000,43001,25,2,1,0,0,1,0,0,0,0,2,1,0,0,0,"I - Ilocos Region","Wage/Salaries","Male","Married","With Job/Business","Worked for private establishment","Single Family","Single house","Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)","Strong","Own or owner-like possession of house and lot","Water-sealed, sewer septic tank, used exclusively by household","Si","Tubed/piped shallow well","between 5 and 17 years old"
